City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
231,Luce,FR,48.4369,1.4636,58.75,87,34,1.01,scattered clouds
232,Half Moon Bay,US,37.4636,-122.4286,67.62,78,20,5.75,few clouds
233,Ruwi,OM,23.5996,58.5507,92.89,62,99,4.5,overcast clouds
234,Manggar,ID,-2.8833,108.2667,85.62,63,92,13.15,overcast clouds
235,Dingle,PH,10.9995,122.6711,89.44,62,98,16.67,overcast clouds
236,Uthal,PK,25.8072,66.6219,84.97,72,81,3.6,broken clouds
237,A Coruna,ES,43.3713,-8.396,61.25,89,0,1.99,clear sky
238,Mujiayingzi,CN,42.1167,118.7833,69.67,67,49,11.54,scattered clouds
239,Chumikan,RU,54.7183,135.315,54.77,84,100,13.62,overcast clouds
240,Lebu,CL,-37.6167,-73.65,49.24,82,5,16.28,clear sky
241,Sambava,MG,-14.2667,50.1667,67.35,86,39,8.84,scattered clouds
242,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.36,55,49,1.54,scattered clouds
243,Diamantino,BR,-14.4086,-56.4461,71.46,34,0,6.49,clear sky
244,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,79,90,18.41,overcast clouds
245,Quatre Cocos,MU,-20.2078,57.7625,69.91,65,6,14.23,clear sky
246,Caravelas,BR,-17.7125,-39.2481,66.99,74,74,8.12,broken clouds
247,Kenai,US,60.5544,-151.2583,74.03,53,1,6.91,clear sky
248,Komsomolskiy,UZ,40.4272,71.7189,84.92,32,11,4.61,few clouds
249,Richards Bay,ZA,-28.783,32.0377,68.41,73,95,16.17,overcast clouds
250,Juegang,CN,32.3174,121.1855,83.3,80,15,10.2,light rain
251,Borovoy,RU,55.4333,86.0833,72.68,60,0,4.47,clear sky
252,Kaitangata,NZ,-46.2817,169.8464,52.93,69,100,4.81,overcast clouds
253,Yinchuan,CN,38.4681,106.2731,88.84,19,85,3.29,overcast clouds
254,Clyde River,CA,70.4692,-68.5914,39.43,93,90,13.8,overcast clouds
255,Svetlogorsk,BY,52.6333,29.7333,69.57,83,98,10.42,overcast clouds
256,Lorain,US,41.3334,-82.1499,68.32,81,75,4.61,broken clouds
257,Buala,SB,-8.145,159.5921,79.65,84,100,7.58,light rain
258,Gulariya,NP,28.2333,81.3333,82.18,73,61,12.39,broken clouds
259,Nome,US,64.5011,-165.4064,54.16,94,90,8.05,light rain
260,Axim,GH,4.8699,-2.2405,74.86,90,6,3.98,clear sky
261,Mersing,MY,2.4312,103.8405,91.31,62,40,5.75,scattered clouds
262,Cedar City,US,37.6775,-113.0619,65.39,63,1,8.05,clear sky
263,Inhambane,MZ,-23.865,35.3833,58.98,100,0,3.44,clear sky
264,Batagay-Alyta,RU,67.8006,130.4114,73.27,38,0,6.78,clear sky
265,Codrington,AU,-38.2667,141.9667,57.83,67,12,20.62,few clouds
266,Moose Factory,CA,51.2585,-80.6094,51.8,87,90,8.05,overcast clouds
267,Dabat,ET,12.9842,37.765,52.14,89,31,1.25,scattered clouds
268,Sompeta,IN,18.9333,84.6,86.38,66,100,4.18,overcast clouds
269,North Platte,US,41.1239,-100.7654,69.03,69,1,3.0,clear sky
270,Novomichurinsk,RU,54.0384,39.7479,77.61,59,16,5.08,few clouds
271,Yulara,AU,-25.2406,130.9889,64.24,17,0,10.36,clear sky
272,Bullhead City,US,35.1478,-114.5683,103.42,26,1,0.0,clear sky
273,Pacific Grove,US,36.6177,-121.9166,66.45,82,1,1.99,clear sky
274,Novaya Lyalya,RU,59.055,60.599,64.29,70,69,7.74,broken clouds
275,Corowa,AU,-36.0333,146.3833,60.39,58,0,9.53,clear sky
276,Anqing,CN,30.5092,117.0506,93.31,54,10,10.02,light rain
277,Margate,GB,51.3813,1.3862,57.69,78,88,1.99,overcast clouds
278,Upata,VE,8.0086,-62.3989,73.18,96,82,1.9,broken clouds
279,Celestun,MX,20.8667,-90.4,81.28,79,86,11.95,overcast clouds
280,Taybad,IR,34.74,60.7756,84.54,11,0,24.36,clear sky
281,Ati,TD,13.2154,18.3353,75.74,80,99,7.49,overcast clouds
282,Luderitz,NA,-26.6481,15.1594,62.56,36,0,6.64,clear sky
283,Barcelos,PT,41.5388,-8.6151,65.91,94,100,2.89,overcast clouds
284,Kieta,PG,-6.2167,155.6333,82.63,78,26,6.46,light rain
285,Agapovka,RU,53.2973,59.1348,81.61,47,22,7.4,few clouds
286,Brae,GB,60.3964,-1.353,48.11,79,100,11.65,overcast clouds
287,Saint-Augustin,CA,51.226,-58.6502,55.2,84,96,9.6,overcast clouds
288,Aripuana,BR,-9.1667,-60.6333,70.83,48,67,3.02,broken clouds
289,Oksfjord,NO,70.2396,22.3479,47.32,78,77,6.22,broken clouds
290,Pandharpur,IN,17.6667,75.3333,80.04,64,100,21.32,overcast clouds
291,Sampit,ID,-2.5333,112.95,85.68,68,87,3.31,overcast clouds
292,Mchinji,MW,-13.7984,32.8802,52.7,80,32,2.39,scattered clouds
293,Arman,RU,59.7,150.1667,59.92,41,5,28.83,clear sky
294,Battle Creek,US,42.3212,-85.1797,61.09,67,1,3.44,clear sky
295,Langsa,ID,4.4683,97.9683,88.27,57,88,3.42,overcast clouds
296,Guapiacu,BR,-20.795,-49.2203,64.69,45,0,4.61,clear sky
297,Broome,US,42.2506,-75.833,61.38,98,90,1.99,mist
298,Te Anau,NZ,-45.4167,167.7167,46.35,90,100,2.66,moderate rain
299,Thompson,CA,55.7435,-97.8558,69.96,64,75,8.05,smoke
300,Buin,CL,-33.7333,-70.75,63.73,20,0,3.8,clear sky
301,Virginia Beach,US,36.8529,-75.978,76.01,88,75,0.0,broken clouds
302,Charyshskoye,RU,51.3978,83.5598,78.17,46,56,2.98,broken clouds
303,Lunenburg,CA,44.3835,-64.3155,60.8,95,16,1.14,few clouds
304,Qui Nhon,VN,13.7667,109.2333,92.55,51,81,20.07,broken clouds
305,Makakilo City,US,21.3469,-158.0858,82.72,51,1,10.36,clear sky
306,Beringovskiy,RU,63.05,179.3167,45.03,80,99,24.23,overcast clouds
307,Ilebo,CD,-4.3167,20.5833,63.52,42,67,2.53,broken clouds
308,Oltu,TR,40.5498,42.0013,65.23,78,1,1.97,clear sky
309,Port Hedland,AU,-20.3167,118.5667,75.25,23,0,19.57,clear sky
310,College,US,64.8569,-147.8028,75.18,61,75,4.61,broken clouds
311,Namatanai,PG,-3.6667,152.4333,82.31,78,36,8.55,light rain
312,Vanimo,PG,-2.6741,141.3028,86.22,65,40,6.33,scattered clouds
313,El Alto,PE,-4.2714,-81.2147,64.4,79,0,17.4,clear sky
314,Bambous Virieux,MU,-20.3428,57.7575,70.05,73,75,11.5,broken clouds
315,Itarema,BR,-2.9248,-39.9167,75.11,63,41,8.12,scattered clouds
316,Puerto Escondido,MX,15.85,-97.0667,81.43,69,75,5.75,broken clouds
317,Ahipara,NZ,-35.1667,173.1667,57.65,69,21,11.63,few clouds
318,Cap Malheureux,MU,-19.9842,57.6142,70.29,78,6,5.99,clear sky
319,Olinda,BR,-8.0089,-34.8553,71.33,88,40,6.91,scattered clouds
320,Nemuro,JP,43.3236,145.575,63.03,97,99,1.7,overcast clouds
321,Karla,EE,59.3723,24.9275,60.57,86,0,6.91,clear sky
322,Tamworth,GB,52.634,-1.6959,55.72,84,99,1.01,overcast clouds
323,Kununurra,AU,-15.7667,128.7333,93.18,36,20,4.61,few clouds
324,Kigorobya,UG,1.6162,31.3089,68.0,52,97,4.29,overcast clouds
325,Tomatlan,MX,19.9333,-105.25,77.22,88,82,3.06,broken clouds
326,Bubaque,GW,11.2833,-15.8333,78.87,84,90,19.98,moderate rain
327,Tieling,CN,42.2931,123.8414,75.92,78,100,3.53,overcast clouds
328,Bethel,US,41.3712,-73.414,68.31,92,20,0.0,few clouds
329,Sadiqabad,PK,28.3062,70.1307,92.26,51,71,13.27,broken clouds
330,Yarmouth,US,41.7057,-70.2286,68.11,80,90,1.01,overcast clouds
331,Saint George,US,37.1041,-113.5841,90.63,32,1,1.99,clear sky
332,Aksu,CN,41.1231,80.2644,86.47,10,98,7.43,overcast clouds
333,Brigantine,US,39.4101,-74.3646,69.01,92,35,6.51,scattered clouds
334,Mandalgovi,MN,45.7625,106.2708,73.29,30,82,18.68,broken clouds
335,Newark,US,40.7357,-74.1724,69.75,93,90,0.0,overcast clouds
336,Geraldton,AU,-28.7667,114.6,62.13,63,64,12.66,broken clouds
337,Baykit,RU,61.67,96.37,73.98,44,100,6.96,overcast clouds
338,Egvekinot,RU,66.3167,-179.1667,45.37,59,98,3.78,overcast clouds
339,Verkhoyansk,RU,67.5447,133.385,74.03,23,0,4.68,clear sky
340,Gigmoto,PH,13.7796,124.39,88.81,65,100,12.84,overcast clouds
341,La Libertad,EC,-2.2333,-80.9,69.71,83,95,11.48,overcast clouds
342,Ola,RU,59.5833,151.2833,59.34,45,13,21.41,few clouds
343,Benjamin Hill,MX,30.1667,-111.1,85.17,38,26,12.66,scattered clouds
344,Vyazma,RU,55.2104,34.2951,64.58,87,88,7.56,overcast clouds
345,Kirakira,SB,-10.4544,161.9205,79.47,73,100,9.64,overcast clouds
346,Nizwa,OM,22.9333,57.5333,89.73,40,100,3.27,overcast clouds
347,Khalkhal,IR,37.6189,48.5258,61.56,65,80,5.77,broken clouds
348,Port Elizabeth,ZA,-33.918,25.5701,58.1,94,90,6.91,light rain
349,Seoul,KR,37.5683,126.9778,84.61,74,90,5.75,light rain
350,Berlevag,NO,70.8578,29.0864,46.4,94,100,14.27,light rain
351,Rongcheng,CN,30.634,117.8517,92.16,60,0,6.67,light rain
352,Praia Da Vitoria,PT,38.7333,-27.0667,74.75,94,90,12.06,overcast clouds
353,Pauini,BR,-7.7136,-66.9764,74.28,51,68,2.64,broken clouds
354,Eyrarbakki,IS,63.863,-21.1481,53.2,89,82,5.41,broken clouds
355,Hede,CN,33.7681,120.2517,86.2,70,38,8.3,light rain
356,Huesca,ES,42.1362,-0.4087,60.96,76,0,4.0,clear sky
357,Ponta Delgada,PT,37.7333,-25.6667,70.52,94,75,10.36,light intensity drizzle
358,Gamba,GA,-2.65,10.0,71.78,88,43,3.44,scattered clouds
359,Lianran,CN,24.9227,102.485,75.74,43,0,3.31,clear sky
360,Zhezkazgan,KZ,47.8043,67.7144,89.26,23,7,3.53,clear sky
361,Duldurga,RU,50.6761,113.5931,74.66,53,53,9.17,broken clouds
362,Itaituba,BR,-4.2761,-55.9836,74.55,76,95,2.57,overcast clouds
363,Palmer,US,42.1584,-72.3287,66.02,84,90,0.0,overcast clouds
364,Nieuw Nickerie,SR,5.95,-56.9833,77.02,86,100,4.21,overcast clouds
365,Moron,AR,-34.6534,-58.6198,48.0,87,0,1.01,clear sky
366,Aykhal,RU,66.0,111.5,78.1,30,46,13.67,scattered clouds
367,Dodge City,US,37.7528,-100.0171,68.65,70,1,4.0,clear sky
368,Mildura,AU,-34.2,142.15,63.07,48,75,17.27,broken clouds
369,Maridi,SS,4.9158,29.4742,64.78,99,99,5.28,light rain
370,Dunedin,NZ,-45.8742,170.5036,50.81,76,100,5.01,overcast clouds
371,Padre Bernardo,BR,-15.35,-48.5,67.87,53,1,6.53,clear sky
372,Vostok,RU,46.4856,135.8833,85.28,43,58,4.45,broken clouds
373,Preeceville,CA,51.95,-102.6677,68.59,37,79,5.19,broken clouds
374,Tautira,PF,-17.7333,-149.15,78.01,66,3,10.54,clear sky
375,Anlu,CN,31.1661,112.5831,91.89,67,89,9.4,overcast clouds
376,Klaksvik,FO,62.2266,-6.589,47.32,79,98,4.52,overcast clouds
377,Mahenge,TZ,-8.6833,36.7167,56.32,92,64,2.06,light rain
378,Shatrovo,RU,56.5167,64.6333,71.11,57,70,10.65,broken clouds
379,Kidal,ML,18.4411,1.4078,84.67,42,100,14.12,overcast clouds
380,Kansanshi,ZM,-12.0951,26.4273,49.84,81,9,3.67,clear sky
381,Sakakah,SA,29.9697,40.2064,83.77,24,0,8.1,clear sky
382,Skjervoy,NO,70.0311,20.9714,46.4,71,77,9.33,broken clouds
383,Santa Cruz Do Capibaribe,BR,-7.9575,-36.2047,66.6,81,87,11.12,overcast clouds
384,Ambon,ID,-3.6954,128.1814,89.74,62,40,5.75,scattered clouds
385,Tasiilaq,GL,65.6145,-37.6368,44.76,77,100,3.62,overcast clouds
386,Sur,OM,22.5667,59.5289,92.12,53,91,6.6,overcast clouds
387,West Milford,US,41.1312,-74.3674,67.46,96,65,3.91,broken clouds
388,Vancouver,CA,49.2497,-123.1193,75.29,69,90,1.99,smoke
389,Leh,IN,34.1667,77.5833,63.72,44,4,6.08,clear sky
390,Tomaszow Lubelski,PL,50.4477,23.4162,59.81,94,48,11.7,scattered clouds
391,Aswan,EG,24.0934,32.907,88.2,17,30,5.88,scattered clouds
392,Gravdal,NO,68.1214,13.5031,48.45,77,100,13.13,overcast clouds
393,Hibbing,US,47.4272,-92.9377,62.58,87,90,0.0,overcast clouds
394,Tanete,ID,-3.9443,119.7848,87.03,60,67,10.27,broken clouds
395,Mareeba,AU,-17.0,145.4333,80.44,45,1,8.12,clear sky
396,Tartagal,AR,-22.5164,-63.8013,53.37,41,83,4.29,broken clouds
397,Evensk,RU,61.95,159.2333,53.04,66,100,15.64,overcast clouds
398,Jaen,ES,38.0,-3.5,63.93,26,100,0.81,overcast clouds
399,Luzhou,CN,28.8724,105.4405,91.81,57,0,3.87,clear sky
400,Llano Largo,PA,7.9,-80.4333,78.31,83,100,1.03,overcast clouds
401,Guane,CU,22.2025,-84.0875,78.62,81,8,3.31,clear sky
402,Vila Velha,BR,-20.3297,-40.2925,60.75,88,75,2.3,broken clouds
403,Anchorage,US,61.2181,-149.9003,76.28,62,1,5.75,clear sky
404,Nizhnevartovsk,RU,60.9344,76.5531,59.02,82,100,8.95,light rain
405,Almansa,ES,38.8692,-1.0971,65.05,81,87,4.09,overcast clouds
406,Dire Dawa,ET,9.5931,41.8661,68.58,66,30,15.08,scattered clouds
407,Wollongong,AU,-34.4333,150.8833,67.06,62,4,11.83,clear sky
408,Kruisfontein,ZA,-34.0033,24.7314,55.89,96,94,5.21,moderate rain
409,Igarka,RU,67.4667,86.5833,67.08,61,28,5.75,scattered clouds
410,Tual,ID,-5.6667,132.75,81.52,78,23,11.34,few clouds
411,Portlethen,GB,57.0547,-2.1307,49.82,93,90,3.44,overcast clouds
412,Port Lincoln,AU,-34.7333,135.8667,53.91,71,100,19.24,overcast clouds
413,Maldonado,UY,-34.6667,-54.9167,44.22,94,0,1.43,clear sky
414,Sangar,RU,63.9242,127.4739,80.22,25,81,6.73,broken clouds
415,Linxia,CN,35.6003,103.2064,82.62,36,34,5.06,scattered clouds
416,Lasa,IT,46.6166,10.7002,54.48,89,88,4.76,overcast clouds
417,Makat,KZ,47.6469,53.3463,91.89,18,1,4.23,clear sky
418,Yerbogachen,RU,61.2767,108.0108,76.84,37,100,10.67,overcast clouds
419,Shingu,JP,33.7333,135.9833,85.19,68,98,8.3,overcast clouds
420,Talnakh,RU,69.4865,88.3972,67.95,58,65,6.62,broken clouds
421,Bull Savanna,JM,17.8868,-77.5902,77.81,86,100,11.34,overcast clouds
422,Puebloviejo,CO,10.9938,-74.2844,86.11,81,81,8.32,broken clouds
423,Kikwit,CD,-5.041,18.8162,70.29,30,100,2.66,overcast clouds
424,Vyselki,RU,45.5794,39.6597,79.14,44,0,4.18,clear sky
425,Fort Pierce,US,27.4467,-80.3256,82.09,80,40,5.99,scattered clouds
426,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,51.03,93,79,6.15,broken clouds
427,Bintulu,MY,3.1667,113.0333,84.61,79,20,4.61,few clouds
428,Oranjemund,NA,-28.55,16.4333,54.95,74,0,6.55,clear sky
429,Tuatapere,NZ,-46.1333,167.6833,44.82,95,100,5.3,overcast clouds
430,Arawa,PG,-6.2132,155.5367,83.17,79,34,3.94,light rain
431,Karaton,ID,-6.3424,106.1045,84.36,63,79,1.63,broken clouds
432,Coventry,GB,52.4066,-1.5122,55.65,91,0,3.44,clear sky
433,Henties Bay,NA,-22.116,14.2845,71.85,29,0,14.25,clear sky
434,Bordighera,IT,43.7806,7.6645,72.14,83,25,10.0,scattered clouds
435,Khartoum,SD,15.5518,32.5324,82.02,71,66,3.0,broken clouds
436,Ningxiang,CN,37.34,111.2052,83.75,36,10,3.11,clear sky
437,Weligama,LK,5.9667,80.4167,82.83,73,81,11.48,broken clouds
438,Qinzhou,CN,21.95,108.6167,85.96,72,97,11.7,light rain
439,Walvis Bay,NA,-22.9575,14.5053,72.09,19,0,16.11,clear sky
440,Alenquer,BR,-1.9417,-54.7383,73.74,83,22,3.44,few clouds
441,Karratha,AU,-20.7377,116.8463,74.73,27,0,17.49,clear sky
442,Shahpur,IN,16.7,76.8333,78.44,67,98,19.91,overcast clouds
443,Carahue,CL,-38.7,-73.1667,43.0,86,9,0.96,clear sky
444,Bom Jesus Da Lapa,BR,-13.255,-43.4181,67.95,52,100,8.57,overcast clouds
445,Zhangye,CN,38.9342,100.4517,67.26,56,100,15.03,light rain
446,Mayo,US,38.8876,-76.5119,71.87,94,40,1.01,scattered clouds
447,Muros,ES,42.7762,-9.0603,64.83,92,68,8.01,broken clouds
448,Cayenne,GF,4.9333,-52.3333,74.08,91,75,0.0,broken clouds
449,Rawson,AR,-43.3002,-65.1023,54.48,37,26,7.54,scattered clouds
450,Bilma,NE,18.6853,12.9164,88.2,14,8,3.36,clear sky
451,Mocuba,MZ,-16.8392,36.9856,56.55,94,0,3.67,clear sky
452,Kloulklubed,PW,7.0419,134.2556,82.9,73,100,13.78,overcast clouds
453,Aksarka,RU,66.5606,67.7975,61.99,78,86,6.98,overcast clouds
454,Guican,CO,6.4618,-72.4113,49.62,94,99,3.02,overcast clouds
455,Okhotsk,RU,59.3833,143.3,62.1,59,2,15.21,clear sky
456,Oranjestad,AW,12.524,-70.027,82.35,78,20,25.32,few clouds
457,Albanel,CA,48.8832,-72.4487,57.34,87,60,5.75,broken clouds
458,Muisne,EC,0.6,-80.0333,75.65,84,100,9.06,overcast clouds
459,Marzuq,YE,14.4,46.4667,79.11,66,33,4.56,scattered clouds
460,Nassjo,SE,57.6531,14.6968,52.29,98,28,5.77,scattered clouds
461,Bismarck,US,46.8083,-100.7837,71.82,54,1,3.0,clear sky
